"id","title","description","owner_user_id","creation_date","ecommerce_image_filename","code","is_published_in_ecommerce","reserved_to","course_type_id"
"45","EL03 - Dirigente Nuovo","<p>La formazione dei dirigenti, cosi&#39; come definiti dall&#39;articolo 2, comma 1, lettera d), del D. Lgs. n. 81/08, in&nbsp; riferimento&nbsp; a&nbsp; quanto previsto all&#39;articolo 37,&nbsp; comma&nbsp; 7,&nbsp; del&nbsp; D.&nbsp; Lgs.&nbsp; n.&nbsp; 81/08&nbsp; e&nbsp; in relazione&nbsp; agli&nbsp; obblighi&nbsp; previsti&nbsp;&nbsp; all&#39;articolo&nbsp;&nbsp; 18&nbsp;&nbsp; sostituisce integralmente quella prevista per i lavoratori ed e&#39;&nbsp; strutturata&nbsp; in quattro moduli aventi i seguenti contenuti minimi:</p>

<p><br />
<strong>MODULO 1. GIURIDICO - NORMATIVO</strong></p>

<p><strong>MODULO 2. GESTIONE ED ORGANIZZAZIONE DELLA SICUREZZA</strong></p>

<p><strong>MODULO 3. INDIVIDUAZIONE E VALUTAZIONE DEI RISCHI</strong></p>

<p>&nbsp;</p>
","6","2012-11-13 18:40:48","a940c4203817cae7923925ecd9bf1883.png","a95093c9d2d4b0313bae","0",,"0"
"46","EL - DIRIGENTE - formazione aggiornamento - 6 ore","<p>Il corso prevede l&rsquo;aggiornamento della formazione del Dirigente cos&igrave; come previsto dall&rsquo;art. 37, comma 7, del D. Lgs. n. 81/08 e in relazione agli obblighi previsti all&#39;articolo 18.</p>
","6","2012-11-13 18:40:50","43106062762ddc5938182e0493c5f5ef.jpg","1edf298934ac2529e5db","0",,"0"
"47","EL - DATORE DI LAVORO RSPP - formazione di base - rischio medio - BLENDED - 16 ore","<p>Destinato a Rspp DL per Aziende quali Agricoltura, Pesca, Pubbl. amministrazione, Trasporti, Magazzinaggio</p>
","6","2012-11-13 18:41:16","91a042e833cf6a83d0a0652e19c18a80.jpg","1a32083ea84bb5bb85cf","0",,"0"
"48","EL -  DATORE DI LAVORO RSPP  - formazione di base - rischio alto - BLENDED - 24 ore ","<p>Destinato a Rspp DL per Aziende quali Costruzione, Industria, Alimentare, Tessile, Legno, Energia, Rifiuti, Raffinerie, Chimiche, Sanit&agrave;</p>
","6","2012-11-13 18:41:24","d842df3ed1a29feff658d5ce439a2813.jpg","25797f873d9befbd832c","0",,"0"
"49","EL - DATORE DI LAVORO RSPP - formazione di base - rischio basso - BLENDED - 8 ore","<p>destinato a Rspp DL per Aziende quali Ufficio e servizi, Commercio, Artigianato, Turismo..</p>
","6","2012-11-13 18:41:33","adbc61391418c4aa5dcddba500d2ab48.jpg","bbf94a734dbcf97579d1","0",,"0"
"50","EL - RSPP DL - AGGIORNAMENTO - MEDIO - 10 ORE",,"6","2012-11-13 18:41:39","b332fff946ce67a8dd2c0b3ec125251f.jpg","604d6276dfa8b84c76bc","0",,"0"
"51","EL04Ha - RSPP DL alto agg. 14 Ore",,"6","2012-11-13 18:42:03","08013f47decfe508fee1695aa84ba0f9.jpg","e32e78c7b72d23235950","0",,"0"
"52","EL07Ma - RLS 8 ore medio agg.","<p>&nbsp;</p>

<p>L&rsquo;aggiornamento degli rls deve essere periodico e deve integrare le conoscenze acquisite dall&rsquo;rls con le novit&agrave; della materia. Il programma del corso prevede i seguenti moduli:</p>

<p>Modulo 1: Le funzioni del rappresentante dei lavoratori per la sicurezza</p>

<p>Modulo 2: Le novit&agrave; introdotte al Decreto 81/2008</p>

<p>&nbsp;</p>
","6","2012-11-13 18:43:07","8d0a6ed47358385e4e02039daf21bfd4.png","5a4cc149cbc5cfb1f73f","0",,"0"
"53","EL - DATORE DI LAVORO RSPP - formazione aggiornamento - rischio basso -  6 ore",,"6","2012-11-13 18:43:19","1b773bc9bd729a69e8f75558f00fbdca.jpg","b392a3f36dd4e11ab783","0",,"0"
"55","EL07 - RLS 32 ore: terza giornata","<p>Il corso integra la formazione in aula e prevede la trattazione dei seguenti argomenti in modalit&agrave; elearning:</p>

<p>MODULO 1 Aspetti normativi generali e specifici nell&#39;attivit&agrave; dell&#39;Rls</p>

<p>MODULO 2 valutazione e gestione dei rischi, esempi di infortunio</p>
","6","2012-11-21 04:24:36","cc5320b06f7bbb2a84ef955e58e07dad.png","97800627f0be5816b785","0",,"0"
"56","EL - DATORE DI LAVORO RSPP - formazione aggiornamento - rischio alto - 14 ore","<p>Nel corso sono espressi i contenuti del percorso formativo per il datore di lavoro che intende svolgere, nei casi previsti, i compiti propri del servizio di prevenzione e protezione dai rischi (di seguito DL SPP).</p>

<p>Le lezioni presenti nel corso tratteranno il punto 5 dell&rsquo;Accordo Stato Regioni del 26.1.2012 attraverso i primi due moduli:</p>

<p>MODULO 1. PRESENTAZIONE</p>

<p>MODULO 2. GIURIDICO NORMATIVO</p>

<p>MODULO 3. ORGANIZZAZIONE E GESTIONE DELLA SICUREZZA</p>
","6","2012-11-22 07:14:28","446c09942de55e5aa02c644f719256c2.jpg","7b2c59c6dd6262b997d6","0",,"0"
"57","EL05P01La - RSPP 32 ore ATECO 1,2,6,8,9 agg.","<p>Il corso &egrave; rivolto agli Rspp in aggiornamento del settore ATECO 1,2,6,8,0&nbsp;<strong>Il percorso formativo consente il raggiungimento del monte ore complessivo di aggiornamento e quindi di ottemperare all&rsquo;obbligo formativo. I test posti in itinere consentono la verifica sulle nozioni acquisite, per il rilascio dell&#39;attestato di frequenza &egrave; necessario completare l&#39;intero percorso formativo proposto.</strong></p>
","6","2012-12-10 03:02:22","5f825c24552aa499bdbda06405376a95.png","c38aec81bce00369bdb5","0",,"0"
"58","EL - ANTINCENDIO - formazione aggiornamento- rischio basso - 4 ore ","<p>&nbsp;</p>

<p>Il corso &egrave; stato realizzato al fine di formare addetti alla squadra antincendio per il rischio basso. Le unit&agrave; didattiche sono state realizzate sulla scorta delle indicazioni rilasciate dal Corpo Nazionale dei Vigili del Fuoco. Dopo aver visionato per intero tutti gli oggetti multimediali e i test posti in itinere, nonch&egrave;&nbsp;la verifica finale verr&agrave; rilasciato l&#39;attestato finale.</p>

<p>Programma del corso prevede i seguenti moduli:</p>

<p>&nbsp;</p>

<p><strong>L&#39;incendio concetti di rischio</strong></p>
","6","2012-12-12 09:00:06","158e0d44350c1145e36c5c4585f21779.png","1a79add4d4d4371da9dd","0",,"0"
"59","EL - RLS - formazione di base - COMPLETO - 32 ore","<p>Corso di formazione dedicato al rappresentante dei lavoratori neo designato.</p>
","6","2012-12-20 08:14:28","d36d7b444b42a4ce1f16a6aebbf37a46.jpg","83d663378f3a7d4280e3","0",,"0"
"60","EL01P01a - LAVORATORE ARGOL agg.","<p>Il programma del corso &egrave; il seguente:</p>

<p>Organizzare la sicurezza.</p>

<p>Rischi specifici in Argol.</p>

<p>&nbsp;</p>

<p>&nbsp;</p>
","6","2012-12-27 18:52:56","81f2b6afce027dbbcc9720c744fcbce6.png","15fc4c98fe09fa027115","0","125,126,124,127","0"
"61","EL05P01Ha - RSPP AGG. 60 Ore","<p>Corso di Aggiornamento per Aziende settore Ateco 3,4,5,7</p>
","6","2013-02-05 08:34:44","b2b229a24666e6f67f8d33ceb8df6658.png","09a3dbbb215225efc1ab","0",,"0"
"62","EL03P01 - DIRIGENTE SICIM nuovo","<p>La formazione dei dirigenti, cosi&#39; come definiti dall&#39;articolo 2, comma 1, lettera d), del D. Lgs. n. 81/08, in&nbsp; riferimento&nbsp; a&nbsp; quanto previsto all&#39;articolo 37,&nbsp; comma&nbsp; 7,&nbsp; del&nbsp; D.&nbsp; Lgs.&nbsp; n.&nbsp; 81/08&nbsp; e&nbsp; in relazione&nbsp; agli&nbsp; obblighi&nbsp; previsti&nbsp;&nbsp; all&#39;articolo&nbsp;&nbsp; 18&nbsp;&nbsp; sostituisce integralmente quella prevista per i lavoratori ed e&#39;&nbsp; strutturata&nbsp; in quattro moduli aventi i seguenti contenuti minimi:</p>

<p><br />
<strong>MODULO 1. GIURIDICO - NORMATIVO</strong></p>

<p><strong>MODULO 2. GESTIONE ED ORGANIZZAZIONE DELLA SICUREZZA</strong></p>

<p><strong>MODULO 3. INDIVIDUAZIONE E VALUTAZIONE DEI RISCHI</strong></p>

<p><strong>MODULO 4. IL SISTEMA DELLE RELAZIONI</strong></p>

<p>&nbsp;</p>
","6","2013-02-12 09:34:29","5287be348b0702684c0c359b51dc6ff1.png","ec407c3bee306bdc54a8","0","186","0"
"63","EL00T01 - COLLAUDO PLAYER","<p>collaudio player</p>
","6","2013-05-14 04:57:49","2e4027dca9622a6ece135f695a2895d6.png","4ccc3571e10a2d335ee8","0","408,414,2","0"
"64","EL05P01Ma - RSPP - AGGIORNAMENTO - 40 ORE","<p>Corso di aggiornamento per AZIENDE settore Ateco 1,2,6,8,9</p>
","6","2013-05-21 10:22:34","2a2f5b827c1970f708902805c341ec18.jpg","92f49ce131bb22eb12d9","0",,"0"
"65","EL07H - RLS 32 ore nuovo","<p>&nbsp;</p>

<p>Il corso ha l&#39;obbiettivo di formare neo nominati alla figura di Rappresentante dei Lavoratori per la Sicurezza e risponde al comma 11 del Decreto Leg. 81/2008. Fruibile interamente online prevede la trattazione dei seguenti argomenti:</p>

<p>&nbsp;</p>

<p>MODULO 1: PRINCIPI GIURIDICI.</p>

<p>MODULO 2: LEGISLAZIONE SPECIALE.</p>

<p>MODULO 3: PRINCIPALI SOGGETTI COINVOLTI E RELATIVI OBBLIGHI.</p>

<p>MODULO 4: DEFINIZIONE E INDIVIDUAZIONE DEI FATTORI DI RISCHIO.</p>

<p>MODULO 5: VALUTAZIONE DEI RISCHI.</p>

<p>MODULO 6: INDIVIDUAZIONE DELLE MISURE TECNICHE, ORGANIZZATIVE E PROCEDURALI DI PREVENZIONE E ROTEZIONE.</p>

<p>MODULO 7: ASPETTI NORMATIVI DELL&#39; ATTIVITA&#39; DI RAPPRESENTAZIONE DEI LAVORATORI.</p>

<p>MODULO 8: NOZIONI DI TECNICA DELLA COMUNICAZIONE.</p>

<p>MODULO 9: I RISCHI PRESENTI NELLE A</p>
","6","2013-06-10 04:38:23","4a33616dfc4dcfcb554f8d461c85eac8.png","e4938df40f0bcc6b08b5","0",,"0"
"66","EL02P01 - PREPOSTO BUREAU VERITAS nuovo",,"6","2013-06-11 03:02:47","a821259e4f4dbbd4f0110fbc3cbcf752.png","cb5c2ad6eb24499319eb","0","189","0"
"67","EL05La - RSPP 33 ore agg.",,"6","2013-06-11 03:42:24","31d19aec9ef0ee5d39800bbf2fed4db2.png","53f7a274a578d7600596","0",,"0"
"68","EL09L - Primo Soccorso 8 ore nuovo","<p>Il corso ha l&#39;obbiettivo di far acquisire le nozioni teoriche necessarie a svolgere con efficacia il compito di incaricato del primo soccorso e le informazioni utili a stabilire un collegamento proficuo tra il sistema di sicurezza aziendale e la struttura sanitaria esterna.</p>

<p>&nbsp;</p>

<p>Il Programma stabilito dal Decreto Ministeriale prevede:&nbsp;Nozioni elementari di anatomia e fisiologia dell&rsquo;apparato cardiovascolare e respiratorio.Cenni di anatomia generale. Lussazioni, fratture e complicanze. Traumi e lesioni cranio-encefalici e della colonna vertebrale. Traumi e lesioni toraco-addominali. Lesioni da freddo, da calore, da corrente elettrica; da agenti chimici; intossicazioni; ferite lacero contuse; emorragie esterne.&nbsp;&lt;span style=&quot;letter-spacing: 0px; &lt;/div&gt; &lt;/div&gt; &lt;/div&gt; &lt;div class=&quot; control-group&quot;=&quot;&quot;&gt; Riservato</p>

<p>1 AZIENDA CLIENTE</p>

<p>A TLC S.r.l.</p>

<p>A2A spa</p>

<p>ACHM ITALY SRVICES S","6","2013-07-15 11:35:20","a6ec5bac0ddaa885adb1d12c7506488c.png","bf2073dec975608f2dcb","0",,"0"
"69","EL00T03 - COLLAUDO SLIDE",,"6","2013-07-16 16:47:21","f9359eb2269f1f42ee62aa24474c74f6.png","ebb13d5cfc7e7e5e1316","0","12","0"
"70","EL00T02 - COLLAUDO DOCUMENTI",,"6","2013-07-18 09:29:54","8574887772511f67b562c24a24d4eb5d.png","c2a6a47cdd957bc938cd","0","12","0"
"71","EL - ANTINCENDIO - formazione di base - rischio basso - BLENDED - 4 ore ","<p>Il corso &egrave; stato realizzato al fine di formare addetti alla squadra antincendio per il rischio basso.</p>
","6","2013-07-22 09:56:24","fac39e62d712326fbcedd84bb76be099.jpg","33d2938e6e3a09e7c866","0","505,426,2","0"
"72","EL07h - RLS 32 ore AZ. OSP. CHIAVENNA nuovo",,"6","2013-10-25 10:02:36","4d1ca65c57f077648130b4f09e9f520fabe1e7d6","4d1ca65c57f077648130","0","294","0"
"73","DEMO - Lavoratore nuovo Personalizzato Breiko",,"6","2013-11-11 16:05:05","b93d2605baf981c76e568b945761e9cf.png","80d9f3ca06f536026fa1","0","2","0"
"74","El01p02a - Lavoratore Uffici MAPEI agg.","<p><strong>Il corso di aggiornamento dei lavoratori a rischio basso prevede la trattazione di alcuni argomenti e contenuti di base che vengono integrate con le evoluzioni e le innovazioni riguardanti la normativa e le applicazioni pratiche:</strong></p>

<p>&nbsp;</p>

<p><strong>Sono quindi previsti i seguenti moduli:</strong></p>

<p>&nbsp;</p>

<p><strong>MODULO 1: GIURIDICO NORMATIVO approfondimenti e aggiornamenti tecnici sui rischi</strong></p>

<p><strong>MODULO 2: ORGANIZZAZIONE E GESTIONE DELLA SICUREZZA approfondimenti ed evoluzioni</strong><strong>&nbsp;relative misure di prevenzione.</strong></p>
","6","2013-12-02 18:24:07","7e0dddf0990aba11ded47f39a1335bc2.png","ec14ec0d300ec0f33da5","0","12","0"
"75","EL01P03 - Lavoratore",,"6","2013-12-10 08:45:00","c5764c4c71424e17363a02bce2d01c9a.png","c83db4821c2cb9bc7adb","0","200","0"
"76","EL - Primo Soccorso - Base - COMPLETO - 8 ore","<p>Il corso ha l&#39;obbiettivo di far acquisire le nozioni teoriche necessarie a svolgere con efficacia il compito di incaricato del primo soccorso, in conformit&agrave; a quanto previsto dal Programma ministeriale Allegato 4 Decreto 15/07/03 n&deg;388, moduli A e B.</p>
","6","2014-02-17 12:31:45","dfe4a791307e1595043606bcc9304c18.jpg","0eb717d6931690179946","1",,"0"
"77","el10sl - Alcool e sostanze stupefacenti JUVENTUS",,"6","2014-02-27 17:55:18","5ed87eda9710d2c0f611276b1fe7d342e704347f","5ed87eda9710d2c0f611","0","336","0"
"78","el12sl - Movimentazione manuale dei carichi (MMC) JUVENTUS",,"6","2014-02-27 17:55:30","d76be67033b23242d31ebc62070de7142dfc2de4","d76be67033b23242d31e","0","336","0"
"79","el13sl - Rischio elettrico JUVENTUS",,"6","2014-02-27 17:57:04","c539eeadb7a3c17a78a6ccaac1a00241f1550f8d","c539eeadb7a3c17a78a6","0","336","0"
"80","el11sl - Stress lavoro correlato JUVENTUS",,"6","2014-02-27 17:58:03","37ad8f1481cf36f383db6e481b94e673a4334cb1","37ad8f1481cf36f383db","0","336","0"
"81","el14sl - Videoterminali (VDT) JUVENTUS",,"6","2014-02-27 18:00:49","52b095bf1df540955fae17466a11715cbfa8ee90","52b095bf1df540955fae","0","336","0"
"82","EL - Antincendio - Base - COMPLETO - Rischio medio - 5 ore ","<p>Il corso &egrave; progettato per assolvere ai dispositivi del D.M. 10 marzo 1998 e relativo allegato IX, laddove per aziende a rischio incendio MEDIO &egrave; previsto un corso della durata di 8 ore totali.</p>
","6","2014-05-15 12:57:24","8e6cc4402fd0784fcb49d35051db4ee2.jpg","bcd9ae5cd8680169fd3d","1",,"0"
"83","EL - RLS AGG 8 Ore - SOLO CNL commercio","<p>Corso di formazione destinato all&#39;RLS che necessita di un aggiornamento (Per Aziende con pi&ugrave; di 50 dipendenti)</p>
","6","2014-06-06 16:42:04","82886dc6e8bca5fabe8712def572a074.jpg","e7405587d60fc232f06e","0",,"0"
"84","el00S - Guida Sicura 2 Ore",,"6","2014-07-11 11:21:49","63b65b34d2c6bf7ba17a444be871141c51242614","63b65b34d2c6bf7ba17a","0",,"0"
"85","el05Gla - RSPP AGG. 20 Ore","<p>Questo corso costituisce il percorso formativo di aggiornamento necessario allo svolgimento della funzione di RSPP, riferendosi alla normativa DECRETO LEGISLATIVO 81/2008 e all&rsquo;art.32, comma 2, laddove si stabilisce che i requisiti professionali degli addetti e dei responsabili dei servizi di prevenzione e protezione interni ed esterni devono essere integrati a specifici corsi di formazione in materia di prevenzione e protezione dei rischi, anche di natura ergonomica e da stress lavoro-correlato di cui all&rsquo;articolo 28, comma 1,&nbsp;di organizzazione e gestione delle attivit&agrave; tecnico amministrative e di tecniche di comunicazione in azienda e di relazioni sindacali.</p>

<p>Questi corsi fanno specifico riferimento a quanto previsto dall&rsquo;Accordo sancito il 26 gennaio 2006 e prevedono un aggiornamento da effettuarsi con periodicit&agrave; quinquiennale.</p>

<p>I moduli&nbsp;del corso sono cinque, suddivisi in base ai macroargomenti e contengono tutti gli eleme","6","2014-09-22 17:11:24","7a1d7be6fe7403325b36b4f06be66eef32efe9a0","7a1d7be6fe7403325b36","0",,"0"
"86","el03G - Dirigente nuovo 16 Ore","<p>L&rsquo;obbiettivo del corso &egrave; la formazione dei dirigenti, in riferimento a quanto previsto all&#39;articolo 37, comma 7, del D. Lgs. n. 81/08 e in relazione agli obblighi previsti all&#39;articolo 18.</p>
","6","2014-10-01 16:16:44","fb2c9bb08947e117f8d7e7c77e75bd85.jpg","8f8690ec54c9a899d116","0",,"0"
"87","EL - LAVORATORE - SETTORE SANITA' - CORSO DI BASE 12 ORE","<p>Il corso integra la FORMAZIONE GENERALE del lavoratore e risponde ai requisiti previsti dalla circolare&nbsp;</p>
","6","2014-11-04 11:58:36","ff28b148ab96a49f78bd6e5e564f8c996ecfc511","ff28b148ab96a49f78bd","0",,"0"
"88","EL - SEPSI","<p>&nbsp;</p>

<p>Il progetto formativo &egrave; rivolto al personale sanitario (medici e infermieri) pi&ugrave; direttamente coinvolto nella gestione clinica di questi casi, secondo le priorit&agrave; identificate dal Gruppo Multidisciplinare e la pianificazione degli eventi. <strong>Obiettivo regionale 85% del personale dei dipartimenti individuati</strong></p>

<p>&nbsp;</p>
","6","2014-11-07 09:50:42","da976770fd427f448d98189c963b77f9fc083c85","da976770fd427f448d98","0",,"0"
"89","ecm00S - RADIOESPOSIZIONE 8 Ore","<p>Il corso &egrave; realizzato&nbsp;in ottemperanza al decreto legislativo 230/1995 e s.m.i.in materia di protezione sanitaria degli operatori contro i pericoli delle radiazioni ionizzanti.&nbsp;</p>

<p>E&#39; prevista l&#39;illustrazione di tutti i contenuti tecnico-professionali specifici di ciascuna professione connesse all&#39;esposizione a radiazioni ionizzanti mediante l&#39;acquisizione&nbsp;di competenze riferite a tutti i processi diagnostico-terapeutici e tecnici che contemplano l&#39;utilizzo di strumenti radiologici, sostanze radioattive o irradiazioni di sostanze.</p>

<p>OBBIETTIVO: la sensibilizzazione degli operatori sanitari alla prevenzione e protezione dei pericoli connessi all&#39;esposizione alle radiazioni ionizzanti.&nbsp;</p>
","6","2014-11-13 17:56:11","130d1d183d334752fc6be42b187d034b07fa02e5","130d1d183d334752fc6b","0",,"0"
