id	title	description	code	is_published_in_ecommerce	creation_date
45	EL03 - Dirigente Nuovo	<p>La formazione dei dirigenti, cosi&#39; come definiti dall&#39;articolo 2, comma 1, lettera d), del D. Lgs. n. 81/08, in&nbsp; riferimento&nbsp; a&nbsp; quanto previsto all&#39;articolo 37,&nbsp; comma&nbsp; 7,&nbsp; del&nbsp; D.&nbsp; Lgs.&nbsp; n.&nbsp; 81/08&nbsp; e&nbsp; in relazione&nbsp; agli&nbsp; obblighi&nbsp; previsti&nbsp;&nbsp; all&#39;articolo&nbsp;&nbsp; 18&nbsp;&nbsp; sostituisce integralmente quella prevista per i lavoratori ed e&#39;&nbsp; strutturata&nbsp; in quattro moduli aventi i seguenti contenuti minimi:</p>\n\n<p><br />\n<strong>MODULO 1. GIURIDICO - NORMATIVO</strong></p>\n\n<p><strong>MODULO 2. GESTIONE ED ORGANIZZAZIONE DELLA SICUREZZA</strong></p>\n\n<p><strong>MODULO 3. INDIVIDUAZIONE E VALUTAZIONE DEI RISCHI</strong></p>\n\n<p>&nbsp;</p>\n	a95093c9d2d4b0313bae	0	2012-11-13 18:40:48
46	EL - DIRIGENTE - formazione aggiornamento - 6 ore	<p>Il corso prevede l&rsquo;aggiornamento della formazione del Dirigente cos&igrave; come previsto dall&rsquo;art. 37, comma 7, del D. Lgs. n. 81/08 e in relazione agli obblighi previsti all&#39;articolo 18.</p>\n	1edf298934ac2529e5db	0	2012-11-13 18:40:50
47	EL - DATORE DI LAVORO RSPP - formazione di base - rischio medio - BLENDED - 16 ore	<p>Destinato a Rspp DL per Aziende quali Agricoltura, Pesca, Pubbl. amministrazione, Trasporti, Magazzinaggio</p>\n	1a32083ea84bb5bb85cf	0	2012-11-13 18:41:16
48	EL -  DATORE DI LAVORO RSPP  - formazione di base - rischio alto - BLENDED - 24 ore 	<p>Destinato a Rspp DL per Aziende quali Costruzione, Industria, Alimentare, Tessile, Legno, Energia, Rifiuti, Raffinerie, Chimiche, Sanit&agrave;</p>\n	25797f873d9befbd832c	0	2012-11-13 18:41:24
49	EL - DATORE DI LAVORO RSPP - formazione di base - rischio basso - BLENDED - 8 ore	<p>destinato a Rspp DL per Aziende quali Ufficio e servizi, Commercio, Artigianato, Turismo..</p>\n	bbf94a734dbcf97579d1	0	2012-11-13 18:41:33
50	EL - RSPP DL - AGGIORNAMENTO - MEDIO - 10 ORE		604d6276dfa8b84c76bc	0	2012-11-13 18:41:39
51	EL04Ha - RSPP DL alto agg. 14 Ore		e32e78c7b72d23235950	0	2012-11-13 18:42:03
52	EL07Ma - RLS 8 ore medio agg.	<p>&nbsp;</p>\n\n<p>L&rsquo;aggiornamento degli rls deve essere periodico e deve integrare le conoscenze acquisite dall&rsquo;rls con le novit&agrave; della materia. Il programma del corso prevede i seguenti moduli:</p>\n\n<p>Modulo 1: Le funzioni del rappresentante dei lavoratori per la sicurezza</p>\n\n<p>Modulo 2: Le novit&agrave; introdotte al Decreto 81/2008</p>\n\n<p>&nbsp;</p>\n	5a4cc149cbc5cfb1f73f	0	2012-11-13 18:43:07
53	EL - DATORE DI LAVORO RSPP - formazione aggiornamento - rischio basso -  6 ore		b392a3f36dd4e11ab783	0	2012-11-13 18:43:19
55	EL07 - RLS 32 ore: terza giornata	<p>Il corso integra la formazione in aula e prevede la trattazione dei seguenti argomenti in modalit&agrave; elearning:</p>\n\n<p>MODULO 1 Aspetti normativi generali e specifici nell&#39;attivit&agrave; dell&#39;Rls</p>\n\n<p>MODULO 2 valutazione e gestione dei rischi, esempi di infortunio</p>\n	97800627f0be5816b785	0	2012-11-21 04:24:36
56	EL - DATORE DI LAVORO RSPP - formazione aggiornamento - rischio alto - 14 ore	<p>Nel corso sono espressi i contenuti del percorso formativo per il datore di lavoro che intende svolgere, nei casi previsti, i compiti propri del servizio di prevenzione e protezione dai rischi (di seguito DL SPP).</p>\n\n<p>Le lezioni presenti nel corso tratteranno il punto 5 dell&rsquo;Accordo Stato Regioni del 26.1.2012 attraverso i primi due moduli:</p>\n\n<p>MODULO 1. PRESENTAZIONE</p>\n\n<p>MODULO 2. GIURIDICO NORMATIVO</p>\n\n<p>MODULO 3. ORGANIZZAZIONE E GESTIONE DELLA SICUREZZA</p>\n	7b2c59c6dd6262b997d6	0	2012-11-22 07:14:28
57	EL05P01La - RSPP 32 ore ATECO 1,2,6,8,9 agg.	<p>Il corso &egrave; rivolto agli Rspp in aggiornamento del settore ATECO 1,2,6,8,0&nbsp;<strong>Il percorso formativo consente il raggiungimento del monte ore complessivo di aggiornamento e quindi di ottemperare all&rsquo;obbligo formativo. I test posti in itinere consentono la verifica sulle nozioni acquisite, per il rilascio dell&#39;attestato di frequenza &egrave; necessario completare l&#39;intero percorso formativo proposto.</strong></p>\n	c38aec81bce00369bdb5	0	2012-12-10 03:02:22
58	EL - ANTINCENDIO - formazione aggiornamento- rischio basso - 4 ore 	<p>&nbsp;</p>\n\n<p>Il corso &egrave; stato realizzato al fine di formare addetti alla squadra antincendio per il rischio basso. Le unit&agrave; didattiche sono state realizzate sulla scorta delle indicazioni rilasciate dal Corpo Nazionale dei Vigili del Fuoco. Dopo aver visionato per intero tutti gli oggetti multimediali e i test posti in itinere, nonch&egrave;&nbsp;la verifica finale verr&agrave; rilasciato l&#39;attestato finale.</p>\n\n<p>Programma del corso prevede i seguenti moduli:</p>\n\n<p>&nbsp;</p>\n\n<p><strong>L&#39;incendio concetti di rischio</strong></p>\n	1a79add4d4d4371da9dd	0	2012-12-12 09:00:06
59	EL - RLS - formazione di base - COMPLETO - 32 ore	<p>Corso di formazione dedicato al rappresentante dei lavoratori neo designato.</p>\n	83d663378f3a7d4280e3	0	2012-12-20 08:14:28
60	EL01P01a - LAVORATORE ARGOL agg.	<p>Il programma del corso &egrave; il seguente:</p>\n\n<p>Organizzare la sicurezza.</p>\n\n<p>Rischi specifici in Argol.</p>\n\n<p>&nbsp;</p>\n\n<p>&nbsp;</p>\n	15fc4c98fe09fa027115	0	2012-12-27 18:52:56
61	EL05P01Ha - RSPP AGG. 60 Ore	<p>Corso di Aggiornamento per Aziende settore Ateco 3,4,5,7</p>\n	09a3dbbb215225efc1ab	0	2013-02-05 08:34:44
62	EL03P01 - DIRIGENTE SICIM nuovo	<p>La formazione dei dirigenti, cosi&#39; come definiti dall&#39;articolo 2, comma 1, lettera d), del D. Lgs. n. 81/08, in&nbsp; riferimento&nbsp; a&nbsp; quanto previsto all&#39;articolo 37,&nbsp; comma&nbsp; 7,&nbsp; del&nbsp; D.&nbsp; Lgs.&nbsp; n.&nbsp; 81/08&nbsp; e&nbsp; in relazione&nbsp; agli&nbsp; obblighi&nbsp; previsti&nbsp;&nbsp; all&#39;articolo&nbsp;&nbsp; 18&nbsp;&nbsp; sostituisce integralmente quella prevista per i lavoratori ed e&#39;&nbsp; strutturata&nbsp; in quattro moduli aventi i seguenti contenuti minimi:</p>\n\n<p><br />\n<strong>MODULO 1. GIURIDICO - NORMATIVO</strong></p>\n\n<p><strong>MODULO 2. GESTIONE ED ORGANIZZAZIONE DELLA SICUREZZA</strong></p>\n\n<p><strong>MODULO 3. INDIVIDUAZIONE E VALUTAZIONE DEI RISCHI</strong></p>\n\n<p><strong>MODULO 4. IL SISTEMA DELLE RELAZIONI</strong></p>\n\n<p>&nbsp;</p>\n	ec407c3bee306bdc54a8	0	2013-02-12 09:34:29
63	EL00T01 - COLLAUDO PLAYER	<p>collaudio player</p>\n	4ccc3571e10a2d335ee8	0	2013-05-14 04:57:49
64	EL05P01Ma - RSPP - AGGIORNAMENTO - 40 ORE	<p>Corso di aggiornamento per AZIENDE settore Ateco 1,2,6,8,9</p>\n	92f49ce131bb22eb12d9	0	2013-05-21 10:22:34
65	EL07H - RLS 32 ore nuovo	<p>&nbsp;</p>\n\n<p>Il corso ha l&#39;obbiettivo di formare neo nominati alla figura di Rappresentante dei Lavoratori per la Sicurezza e risponde al comma 11 del Decreto Leg. 81/2008. Fruibile interamente online prevede la trattazione dei seguenti argomenti:</p>\n\n<p>&nbsp;</p>\n\n<p>MODULO 1: PRINCIPI GIURIDICI.</p>\n\n<p>MODULO 2: LEGISLAZIONE SPECIALE.</p>\n\n<p>MODULO 3: PRINCIPALI SOGGETTI COINVOLTI E RELATIVI OBBLIGHI.</p>\n\n<p>MODULO 4: DEFINIZIONE E INDIVIDUAZIONE DEI FATTORI DI RISCHIO.</p>\n\n<p>MODULO 5: VALUTAZIONE DEI RISCHI.</p>\n\n<p>MODULO 6: INDIVIDUAZIONE DELLE MISURE TECNICHE, ORGANIZZATIVE E PROCEDURALI DI PREVENZIONE E ROTEZIONE.</p>\n\n<p>MODULO 7: ASPETTI NORMATIVI DELL&#39; ATTIVITA&#39; DI RAPPRESENTAZIONE DEI LAVORATORI.</p>\n\n<p>MODULO 8: NOZIONI DI TECNICA DELLA COMUNICAZIONE.</p>\n\n<p>MODULO 9: I RISCHI PRESENTI NELLE A</p>\n	e4938df40f0bcc6b08b5	0	2013-06-10 04:38:23
66	EL02P01 - PREPOSTO BUREAU VERITAS nuovo		cb5c2ad6eb24499319eb	0	2013-06-11 03:02:47
67	EL05La - RSPP 33 ore agg.		53f7a274a578d7600596	0	2013-06-11 03:42:24
68	EL09L - Primo Soccorso 8 ore nuovo	<p>Il corso ha l&#39;obbiettivo di far acquisire le nozioni teoriche necessarie a svolgere con efficacia il compito di incaricato del primo soccorso e le informazioni utili a stabilire un collegamento proficuo tra il sistema di sicurezza aziendale e la struttura sanitaria esterna.</p>\n\n<p>&nbsp;</p>\n\n<p>Il Programma stabilito dal Decreto Ministeriale prevede:&nbsp;Nozioni elementari di anatomia e fisiologia dell&rsquo;apparato cardiovascolare e respiratorio.Cenni di anatomia generale. Lussazioni, fratture e complicanze. Traumi e lesioni cranio-encefalici e della colonna vertebrale. Traumi e lesioni toraco-addominali. Lesioni da freddo, da calore, da corrente elettrica; da agenti chimici; intossicazioni; ferite lacero contuse; emorragie esterne.&nbsp;&lt;span style=&quot;letter-spacing: 0px; &lt;/div&gt; &lt;/div&gt; &lt;/div&gt; &lt;div class=&quot; control-group&quot;=&quot;&quot;&gt; Riservato</p>\n\n<p>1 AZIENDA CLIENTE</p>\n\n<p>A TLC S.r.l.</p>\n\n<p>A2A spa</p>\n\n<p>ACHM ITALY SRVICES S	bf2073dec975608f2dcb	0	2013-07-15 11:35:20
69	EL00T03 - COLLAUDO SLIDE		ebb13d5cfc7e7e5e1316	0	2013-07-16 16:47:21
70	EL00T02 - COLLAUDO DOCUMENTI		c2a6a47cdd957bc938cd	0	2013-07-18 09:29:54
71	EL - ANTINCENDIO - formazione di base - rischio basso - BLENDED - 4 ore 	<p>Il corso &egrave; stato realizzato al fine di formare addetti alla squadra antincendio per il rischio basso.</p>\n	33d2938e6e3a09e7c866	0	2013-07-22 09:56:24
72	EL07h - RLS 32 ore AZ. OSP. CHIAVENNA nuovo		4d1ca65c57f077648130	0	2013-10-25 10:02:36
73	DEMO - Lavoratore nuovo Personalizzato Breiko		80d9f3ca06f536026fa1	0	2013-11-11 16:05:05
74	El01p02a - Lavoratore Uffici MAPEI agg.	<p><strong>Il corso di aggiornamento dei lavoratori a rischio basso prevede la trattazione di alcuni argomenti e contenuti di base che vengono integrate con le evoluzioni e le innovazioni riguardanti la normativa e le applicazioni pratiche:</strong></p>\n\n<p>&nbsp;</p>\n\n<p><strong>Sono quindi previsti i seguenti moduli:</strong></p>\n\n<p>&nbsp;</p>\n\n<p><strong>MODULO 1: GIURIDICO NORMATIVO approfondimenti e aggiornamenti tecnici sui rischi</strong></p>\n\n<p><strong>MODULO 2: ORGANIZZAZIONE E GESTIONE DELLA SICUREZZA approfondimenti ed evoluzioni</strong><strong>&nbsp;relative misure di prevenzione.</strong></p>\n	ec14ec0d300ec0f33da5	0	2013-12-02 18:24:07
75	EL01P03 - Lavoratore		c83db4821c2cb9bc7adb	0	2013-12-10 08:45:00
76	EL - Primo Soccorso - Base - COMPLETO - 8 ore	<p>Il corso ha l&#39;obbiettivo di far acquisire le nozioni teoriche necessarie a svolgere con efficacia il compito di incaricato del primo soccorso, in conformit&agrave; a quanto previsto dal Programma ministeriale Allegato 4 Decreto 15/07/03 n&deg;388, moduli A e B.</p>\n	0eb717d6931690179946	1	2014-02-17 12:31:45
77	el10sl - Alcool e sostanze stupefacenti JUVENTUS		5ed87eda9710d2c0f611	0	2014-02-27 17:55:18
78	el12sl - Movimentazione manuale dei carichi (MMC) JUVENTUS		d76be67033b23242d31e	0	2014-02-27 17:55:30
79	el13sl - Rischio elettrico JUVENTUS		c539eeadb7a3c17a78a6	0	2014-02-27 17:57:04
80	el11sl - Stress lavoro correlato JUVENTUS		37ad8f1481cf36f383db	0	2014-02-27 17:58:03
81	el14sl - Videoterminali (VDT) JUVENTUS		52b095bf1df540955fae	0	2014-02-27 18:00:49
82	EL - Antincendio - Base - COMPLETO - Rischio medio - 5 ore 	<p>Il corso &egrave; progettato per assolvere ai dispositivi del D.M. 10 marzo 1998 e relativo allegato IX, laddove per aziende a rischio incendio MEDIO &egrave; previsto un corso della durata di 8 ore totali.</p>\n	bcd9ae5cd8680169fd3d	1	2014-05-15 12:57:24
83	EL - RLS AGG 8 Ore - SOLO CNL commercio	<p>Corso di formazione destinato all&#39;RLS che necessita di un aggiornamento (Per Aziende con pi&ugrave; di 50 dipendenti)</p>\n	e7405587d60fc232f06e	0	2014-06-06 16:42:04
84	el00S - Guida Sicura 2 Ore		63b65b34d2c6bf7ba17a	0	2014-07-11 11:21:49
85	el05Gla - RSPP AGG. 20 Ore	<p>Questo corso costituisce il percorso formativo di aggiornamento necessario allo svolgimento della funzione di RSPP, riferendosi alla normativa DECRETO LEGISLATIVO 81/2008 e all&rsquo;art.32, comma 2, laddove si stabilisce che i requisiti professionali degli addetti e dei responsabili dei servizi di prevenzione e protezione interni ed esterni devono essere integrati a specifici corsi di formazione in materia di prevenzione e protezione dei rischi, anche di natura ergonomica e da stress lavoro-correlato di cui all&rsquo;articolo 28, comma 1,&nbsp;di organizzazione e gestione delle attivit&agrave; tecnico amministrative e di tecniche di comunicazione in azienda e di relazioni sindacali.</p>\n\n<p>Questi corsi fanno specifico riferimento a quanto previsto dall&rsquo;Accordo sancito il 26 gennaio 2006 e prevedono un aggiornamento da effettuarsi con periodicit&agrave; quinquiennale.</p>\n\n<p>I moduli&nbsp;del corso sono cinque, suddivisi in base ai macroargomenti e contengono tutti gli eleme	7a1d7be6fe7403325b36	0	2014-09-22 17:11:24
86	el03G - Dirigente nuovo 16 Ore	<p>L&rsquo;obbiettivo del corso &egrave; la formazione dei dirigenti, in riferimento a quanto previsto all&#39;articolo 37, comma 7, del D. Lgs. n. 81/08 e in relazione agli obblighi previsti all&#39;articolo 18.</p>\n	8f8690ec54c9a899d116	0	2014-10-01 16:16:44
87	EL - LAVORATORE - SETTORE SANITA' - CORSO DI BASE 12 ORE	<p>Il corso integra la FORMAZIONE GENERALE del lavoratore e risponde ai requisiti previsti dalla circolare&nbsp;</p>\n	ff28b148ab96a49f78bd	0	2014-11-04 11:58:36
88	EL - SEPSI	<p>&nbsp;</p>\n\n<p>Il progetto formativo &egrave; rivolto al personale sanitario (medici e infermieri) pi&ugrave; direttamente coinvolto nella gestione clinica di questi casi, secondo le priorit&agrave; identificate dal Gruppo Multidisciplinare e la pianificazione degli eventi. <strong>Obiettivo regionale 85% del personale dei dipartimenti individuati</strong></p>\n\n<p>&nbsp;</p>\n	da976770fd427f448d98	0	2014-11-07 09:50:42
89	ecm00S - RADIOESPOSIZIONE 8 Ore	<p>Il corso &egrave; realizzato&nbsp;in ottemperanza al decreto legislativo 230/1995 e s.m.i.in materia di protezione sanitaria degli operatori contro i pericoli delle radiazioni ionizzanti.&nbsp;</p>\n\n<p>E&#39; prevista l&#39;illustrazione di tutti i contenuti tecnico-professionali specifici di ciascuna professione connesse all&#39;esposizione a radiazioni ionizzanti mediante l&#39;acquisizione&nbsp;di competenze riferite a tutti i processi diagnostico-terapeutici e tecnici che contemplano l&#39;utilizzo di strumenti radiologici, sostanze radioattive o irradiazioni di sostanze.</p>\n\n<p>OBBIETTIVO: la sensibilizzazione degli operatori sanitari alla prevenzione e protezione dei pericoli connessi all&#39;esposizione alle radiazioni ionizzanti.&nbsp;</p>\n	130d1d183d334752fc6b	0	2014-11-13 17:56:11
90	EL - Anticorruzione NUOVO 2 Ore	<p>&nbsp;</p>\n\n<p>Con la legge 6 novembre 2012 n. 190 e con i decreti legislativi attuativi 235/2012, 33/2013, 39/2013 e, da ultimo, dal decreto n. 69/2013 (c.d. &ldquo;decreto del fare&rdquo;) convertito nella legge 9 agosto 2013 n. 98 &egrave; stata introdotta in Italia la cosidetta normativa &quot;anticorruzione.&quot;<br />\nTra i compiti previsti dalla legge 195 del&nbsp;2012, al responsabile della prevenzione della corruzione, &egrave; quello di predisporre percorsi, anche specifici e settoriali, di formazione destinati prioritariamente ai dipendenti pubblici chiamati ad operare nei settori gi&agrave; individuati dalla stessa legge e in ulteriori ambiti previsti dai piani per la prevenzione della corruzione adottati dalle singole amministrazioni.</p>\n\n<p>Questo corso vuole fornire una&nbsp;conoscenza minima a tutti i dipendenti della Pubblica Amministrazione,&nbsp;dei contenuti e degli obbiettivi che si pone&nbsp;la normativa anticorruzione&nbsp;</p>\n\n<p>&nbsp;</p>\n	ebf6d4568ad67c759887	0	2014-11-19 16:56:56
91	var02S - PRIVACY NUOVO 4 Ore	<p>Questo &egrave; un <strong>corso di formazione </strong>sulle tematiche della privacy rivolto a coloro che lavorano in azienda.<br />\nIl &ldquo;<strong>Codice in materia di protezione dei dati personali</strong>&rdquo;&nbsp; prevede di rendere edotti tutti i dipendenti che a vario grado e titolo trattano i dati personali di ricevere un adeguata formazione.</p>\n\n<p>Questo corso si pone l&#39;obbiettivo di introdurre il codice privacy in modo semplificato in modo che tutti siano a conoscenza delle contenuti minimi, dei principi di base e degli adempimenti di maggior rilievo.</p>\n	0a704454ff5b38d405f3	0	2014-11-19 17:19:32
92	el05Sa - RSPP AGGIORNAMENTO 12 Ore		87bb4882a994283016e5	0	2014-11-25 10:38:01
93	EL - RLS agg 2014		ce36b4266988e0869aae	0	2014-11-25 10:38:16
94	el00Sa - CORSO AGGIORNAMENTO ASPP 2014		91621ac4d90b7fdbbc4a	0	2014-11-25 10:51:05
95	el01Ga - LAVORATORE AGG. UFFICI  6 Ore		de9ceb2b9cf8d56477f5	0	2014-12-09 13:10:43
96	el00Sa - Rischio biologico nuovo 4 Ore		b233f81d46e320462fe0	0	2014-12-16 14:16:10
97	ecm00G - SEPSI 8 Ore	<p>Il progetto formativo &egrave; rivolto al personale sanitario (medici e infermieri) pi&ugrave; direttamente coinvolto nella gestione clinica di questi casi, secondo le priorit&agrave; identificate dal Gruppo Multidisciplinare e la pianificazione degli eventi.&nbsp;<strong>Obiettivo regionale 85% del personale dei dipartimenti individuati.</strong></p>\n	bfba0a2299ffc4d9285a	0	2014-12-19 10:58:18
98	EL - LAVORATORE SANITA'- formazione di base - COMPLETO - 16 ore		0109c7e93cb72c144d35	0	2014-12-19 14:57:11
99	EL - Lavoratore SANITA' - CORSO BASE (generale + specifica) 8 ORE	<p>Obiettivo generale &egrave; assicurare una conoscenza di base in materia di sicurezza sui luoghi di lavoro.</p>\n\n<p>Il programma formativo &egrave; in riferimento alla Lettera A del Comma 1 dell&#39;articolo 37 del D.Lgs. n. 81/08, il modulo non &egrave; inferiore alle 4 ore e vengono affrontati i concetti generali in tema di prevenzione e sicurezza sul lavoro.</p>\n\n<p>Il corso si articola in un unico modulo.</p>\n\n<p>Formazione generale del lavoratore: concetti di rischio, danno, prevenzione, protezione, organizzazione della prevenzione aziendale, diritti, doveri e sanzioni per i vari soggetti aziendali, organi di vigilanza, controllo e assistenza.</p>\n	ead4c43f6ea8cf3eda79	0	2015-01-15 18:24:54
100	EL - LAVORATORE SANITA' - FORMAZIONE DI BASE - RISCHIO SPECIFICO 4 ORE		23a906464dc6ca3c2d4b	0	2015-01-15 18:36:13
101	EL - LAVORATORE SANITA'- formazione di base - rischio medio - COMPLETO - 12 ore		d2ad6bbf0813c80953f2	0	2015-01-15 18:37:58
